Title,Creator,Viewers,Language,User Link,Avatar Link,Thumbnail Link
ナッコーすくリム,ゆきお2 (yukiofps14),3100,日本語,https://www.twitch.tv/yukiofps14,https://static-cdn.jtvnw.net/jtv_user_pictures/457abaa2-37eb-49b3-a8b5-aafb2f91ecfc-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_yukiofps14-440x248.jpg
apexからのXなんたらやるかも !device,Chensou_Ozisan,167,日本語,https://www.twitch.tv/chensou_ozisan,https://static-cdn.jtvnw.net/jtv_user_pictures/f7aeccf3-5b9b-42ff-a924-38c6c44c6585-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_chensou_ozisan-440x248.jpg
"FINALLY a streamer thats bringing ""salutations m'lady"" energy to apex !socials !rogue",secretgirlfriendTV,75,NeverWrong,https://www.twitch.tv/secretgirlfriendtv,https://static-cdn.jtvnw.net/jtv_user_pictures/7d23498c-07d5-413a-a288-b7e7b9aaabf5-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_secretgirlfriendtv-440x248.jpg
【凱米洛Ｏω●】[加班台D-3]早！上！好！|!加班|23.5.2024,黑貓_凱米洛 (hameowmeow),45,世界第一膽小鬼,https://www.twitch.tv/hameowmeow,https://static-cdn.jtvnw.net/jtv_user_pictures/66d633e6-df9e-4416-827f-7f51c1c83c84-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_hameowmeow-440x248.jpg
️️⚠️10K REALM LEAGUE INTO EWC SCRIMS⚠️ !gg !iqon !optimize,gdolphn,943,gamer,https://www.twitch.tv/gdolphn,https://static-cdn.jtvnw.net/jtv_user_pictures/bbb67d80-e0d1-4f92-9ea2-ee5f12cbb84e-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_gdolphn-440x248.jpg
|0523|!陪玩 !DC !777 !醜|掛台記得留5%喔|打欸配!,王普露 (mepulu0610),14,菜雞,https://www.twitch.tv/mepulu0610,https://static-cdn.jtvnw.net/jtv_user_pictures/ae3d2b91-2478-438f-a5c4-384efe56e692-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_mepulu0610-440x248.jpg
5/24 下禮拜六生日戶外台 大家要來看唷!! | 5月訂閱桌布! |新貼圖!!,沁婕 (qiejie),45,中文,https://www.twitch.tv/qiejie,https://static-cdn.jtvnw.net/jtv_user_pictures/e055ddb0-2950-4593-9c35-b0300f91f7c9-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_qiejie-440x248.jpg
【5/23】 菜BB l @zzcocooo l,zzcocooo,16,女生,https://www.twitch.tv/zzcocooo,https://static-cdn.jtvnw.net/jtv_user_pictures/0e9e13c2-cbd0-4756-bb86-94ca3770cd7c-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_zzcocooo-440x248.jpg
𝟮𝟯 𝙈𝙖𝙮 陪了你情窦初开 还想陪你两鬓斑白. | !GG !魔儲,HiNaTnT,12,English,https://www.twitch.tv/hinatnt,https://static-cdn.jtvnw.net/jtv_user_pictures/18772b6a-2740-465e-8ec8-b017e3dbde12-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_hinatnt-440x248.jpg
チームランク,4rufq,324,日本語,https://www.twitch.tv/4rufq,https://static-cdn.jtvnw.net/jtv_user_pictures/864d0ccb-b69a-4317-9da9-9627da265215-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_4rufq-440x248.jpg
嗨,草莓棉翻糖 (vienna0512),34,Vtuber,https://www.twitch.tv/vienna0512,https://static-cdn.jtvnw.net/jtv_user_pictures/95879392-7456-48fd-8fb9-9ece890d1a87-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_vienna0512-440x248.jpg
【阿戚AQI】5/23 安安,阿戚 (aqi_7n),37,中文,https://www.twitch.tv/aqi_7n,https://static-cdn.jtvnw.net/jtv_user_pictures/7e4f5687-9398-4f1f-8a37-21e2385186e9-profile_image-50x50.jpeg,https://static-cdn.jtvnw.net/previews-ttv/live_user_aqi_7n-440x248.jpg
Scrimersino | !alliance !tiktok !Youtube | @vUnlucky,vUnlucky,130,AllianceUnlucky,https://www.twitch.tv/vunlucky,https://static-cdn.jtvnw.net/jtv_user_pictures/6d8c0002-a855-4d42-bd09-ae3acd7899a7-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_vunlucky-440x248.jpg
ソロモード,maronnv,683,日本語,https://www.twitch.tv/maronnv,https://static-cdn.jtvnw.net/jtv_user_pictures/a3f071de-4722-4eb4-8b55-5db9fbc31293-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_maronnv-440x248.jpg
૮・ﻌ・ა 智齒豬豬遊戲亂亂打🥺│!拍立得!周邊!台聚│ @c6ff,希露芬 (c6ff),34,38歲,https://www.twitch.tv/c6ff,https://static-cdn.jtvnw.net/jtv_user_pictures/2c4e5d67-e786-40e2-bdd9-e8fa8214e3d1-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_c6ff-440x248.jpg
5/23 欸喂,潘潘潘婷 (pt0503),24,啾啾,https://www.twitch.tv/pt0503,https://static-cdn.jtvnw.net/jtv_user_pictures/3677d863-9f0e-4603-ac9b-589ead909fa6-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_pt0503-440x248.jpg
【戰鬥紅茶】its time to go to bed... !新片2,戰鬥紅茶 (niubie1337),8,中文,https://www.twitch.tv/niubie1337,https://static-cdn.jtvnw.net/jtv_user_pictures/56040ba3-40e9-4b0f-b48b-050659cb6402-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_niubie1337-440x248.jpg
ABSOLUTE FARMAGE TODAY,MaTaFe_,284,pro,https://www.twitch.tv/matafe_,https://static-cdn.jtvnw.net/jtv_user_pictures/06a7299b-54f7-44df-a855-3c35c2ed803b-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_matafe_-440x248.jpg
422,軍閥餅乾 (luna33th),38,apex,https://www.twitch.tv/luna33th,https://static-cdn.jtvnw.net/jtv_user_pictures/d14f2ead-381f-430c-8702-650fd7fde94a-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_luna33th-440x248.jpg
鬼轉Apex 一切都是命運石之門的選擇 5/23,忍忍忍不住 (renbuju),11,斜咖,https://www.twitch.tv/renbuju,https://static-cdn.jtvnw.net/jtv_user_pictures/7acb3a1e-d7df-4126-952f-3c5378f791bf-profile_image-50x50.png,https://static-cdn.jtvnw.net/previews-ttv/live_user_renbuju-440x248.jpg
